turns,time,total_time
34999,24.51,37.64
9992,5.76,43.45
22276,3.65,3.65
18614,3.1,6.78
39192,9.23,9.24
15375,3.53,12.83
9135,4.81,17.67
6569,27.98,45.67
48290,1.76,1.77
39442,0.51,2.35
31769,0.98,3.39
26093,3.8,7.24
4709,1.69,8.97
4657,0.13,9.11
4075,0.46,9.58
3760,10.72,20.31
3738,22.44,42.77
48103,0.56,0.56
28239,9.48,10.12
15021,6.68,16.84
7982,9.81,26.68
6666,2.73,29.43
24611,20.46,20.47
5100,2.07,22.58
4234,23.63,46.22
27508,2.17,2.18
21285,8.12,10.34
7452,3.04,13.42
6988,18.31,31.75
33894,3.03,3.03
6633,2.78,5.86
4388,5.31,11.19
2827,28.83,40.05
2804,27.83,67.89
16817,11.33,11.33
8544,3.23,14.59
3393,13.71,28.32
45325,1.23,1.23
40669,3.33,4.64
18381,1.28,5.98
16603,3.68,9.69
15594,25.61,35.34
13618,1.2,36.56
10987,14.39,50.98
7389,2.69,53.69
17460,2.7,2.71
8574,2.85,5.59
8230,20.29,25.89
5572,11.77,37.68
44485,3.05,3.06
43396,6.66,9.78
41269,2.27,12.11
26972,3.83,16.02
12636,4.79,20.85
8542,5.93,26.81
43155,1.18,1.18
17574,2.45,3.7
3349,15.04,18.78
13985,10.73,10.73
10046,2.15,12.91
9455,24.75,37.68
6093,4.69,42.39
40266,17.57,17.57
14065,10.78,28.44
3635,7.64,36.1
2568,5.49,41.61
32188,8.25,8.26
22942,0.69,9
6321,0.07,9.11
5915,13.13,22.25
4106,8.96,31.22
8811,0.68,0.68
8198,19.31,20.01
6791,27.95,47.98
6047,0.62,48.61
43120,1.12,1.12
15419,0.19,1.37
12480,4.97,6.37
9105,21.33,27.72
8651,20.9,48.65
6030,6.81,55.48
24741,0.28,0.28
9485,10.11,10.43
7007,16.34,26.79
37010,7.36,7.36
29629,12.93,20.36
6953,2.85,23.25
3920,28.48,51.75
2896,27.45,79.22
39355,1.74,1.74
31117,13,14.8
30205,6.52,21.37
18181,0.21,21.63
9446,2.88,24.54
7543,0.23,24.79
7157,24.2,49.01
22965,17.34,17.34
19755,1.41,18.79
9956,7.58,26.4
27251,5.38,5.38
15611,2.21,7.64
5919,1.52,9.18
42515,3.06,3.06
35290,2.04,5.16
30118,3.02,8.23
3721,8.04,16.32
25442,5.37,5.37
22923,9.97,15.38
20632,13.54,28.96
5248,8.75,37.75
2003,7.26,45.02
28534,2.26,2.26
21989,0.24,2.55
2987,2.55,5.14
13477,0.16,0.16
9555,22.26,22.45
5562,20.34,42.8
37369,6.92,6.93
26306,2.68,9.67
14544,9.39,19.1
6278,0.47,19.6
6204,7.14,26.75
4971,4.64,31.4
36907,8.18,8.19
35184,10.91,19.16
13100,2.9,22.12
7776,6.01,28.16
4652,4.4,32.58
4511,14.09,46.68
28763,0.34,0.34
19442,4.35,4.74
9758,8.23,13
43947,5.66,5.67
42477,2.23,7.96
13918,0.16,8.19
10235,16.98,25.19
10080,15.81,41.03
8203,4.8,45.85
3273,6.85,52.71
33320,12.98,12.99
25099,18.7,31.73
18696,4.94,36.72
11207,3.59,40.34
7189,10.99,51.35
5799,3.63,55
24002,0.28,0.28
18747,2.63,2.95
14300,1.89,4.87
11810,0.53,5.42
7664,1.38,6.82
7296,16.41,23.24
15762,2.07,2.08
21688,0.26,0.27
8406,20.53,20.83
35523,1.65,1.65
19337,2.46,4.17
9238,3.39,7.6
6068,25.01,32.64
4411,15.15,47.8
37316,1.67,1.67
27943,1.29,3.02
12602,8.44,11.51
49257,1.23,1.23
48749,0.64,1.94
35397,2.81,4.82
19575,5.12,10.01
14838,7.77,17.81
13948,4.01,21.84
10326,0.66,22.53
4865,0.18,22.73
2940,5.01,5.01
20518,10.05,10.05
13341,0.89,0.89
29999,14.25,14.25
14414,7.4,21.69
6424,21.79,43.51
6019,0.7,0.7
5910,13.97,14.68
17552,2.08,2.08
15729,0.19,0.19
15516,11.63,11.85
8897,0.33,12.2
8875,0.47,12.69
45845,7.14,7.14
12460,2.36,9.57
11516,19.28,28.87
7847,21.19,50.09
7170,7.81,57.92
36039,4.6,4.61
34467,0.44,5.09
22287,3.29,8.43
16371,2.78,11.25
9743,19.9,31.19
18736,7.78,7.79
11966,3.21,11.03
11436,0.29,11.35
6702,10.16,21.53
3152,21.47,43.02
29677,0.34,0.34
22446,2.11,2.5
20871,3.5,6.04
17570,1.8,7.88
6163,4.73,12.64
5024,27.89,40.55
2649,8.82,49.38
47621,4.92,4.92
45444,12.94,17.93
36109,2.75,20.75
19667,4.41,25.21
18293,12.33,37.57
7575,7.56,45.16
3436,5.47,50.64
41963,1.16,1.16
19289,2.95,4.18
10115,17.81,22.02
9655,3.96,26
7667,7.4,33.42
3404,3.66,37.09
49625,3.96,3.97
16158,3.12,7.17
16020,0.4,7.6
15471,14.58,22.21
13838,3.79,26.02
10262,29.86,55.9
9690,13.44,69.37
27191,0.32,0.33
22233,0.61,0.98
7404,5.94,6.96
5029,1.72,8.7
23501,11.64,11.64
15687,21.47,33.15
14145,11.95,45.16
13544,8.33,53.52
9369,10.52,64.07
18156,0.82,0.82
11095,10.56,11.41
34436,10.24,10.24
21251,2.4,12.7
11746,5.51,18.24
10997,28.11,46.37
8805,1.42,47.81
5511,2.01,49.84
4510,0.31,50.16
31405,28.86,28.86
26730,0.71,29.62
21887,0.28,29.94
7122,5.66,35.64
4203,7.74,43.39
44745,1.12,1.12
41181,0.49,1.67
33383,3.44,5.17
6154,0.08,5.3
24454,0.3,0.3
12657,0.46,0.8
7677,3.42,4.25
38881,0.47,0.48
25304,3.6,4.14
20178,14.84,19.02
16528,9.34,28.39
11559,22.94,51.36
11544,10,61.38
6493,0.08,61.49
6159,16.64,78.14
4297,20.57,98.72
43262,1.18,1.19
18729,1.29,2.54
6185,8.28,10.85
4500,29.11,39.98
34992,7.39,7.39
16440,6.5,13.94
12103,28.19,42.16
10966,17.44,59.62
6871,18.01,77.66
6243,3.23,80.9
