turns,time,total_time
29930,0.95,0.95
24208,1.81,2.8
21016,3.15,5.99
17814,5.77,11.81
7704,1.03,12.87
7095,0.83,13.71
3498,12.78,26.51
3402,7.4,33.91
1788,20.0,53.92
1058,2.95,56.89
