turns,time,total_time
33118,5.26,5.26
31088,3.76,9.07
16837,0.19,9.3
13488,0.37,9.7
12097,6.12,15.84
5925,10.99,26.85
4203,9.99,36.86
1631,22.31,59.18
32745,0.38,0.38
8809,5.34,5.77
6509,5.22,11
5487,4.74,15.76
5198,22.86,38.63
46325,0.55,0.55
15437,0.18,0.81
15329,2.77,3.61
15085,9.53,13.17
8617,0.5,13.69
8185,12.19,25.9
8026,14.47,40.38
15833,9.9,9.9
14782,2.36,12.29
4058,9.17,21.48
3190,6.41,27.9
2272,24.31,52.21
1983,19.48,71.7
26585,1.52,1.53
22558,8.73,10.3
16567,5.73,16.06
14492,11.62,27.71
11861,14.87,42.61
4305,8.65,51.28
4114,8.61,59.91
2935,4.63,64.55
1141,10.3,74.86
23723,2.14,2.15
11095,1.07,3.25
9024,12.76,16.03
5259,5.35,21.4
3898,3.21,24.62
3618,2.44,27.07
909,8.54,35.61
3294,1.95,1.96
47824,1.75,1.76
36923,10.91,12.76
34182,1.78,14.59
23980,1.11,15.75
17645,1.09,16.88
6444,0.32,17.23
4635,15.51,32.75
38727,0.51,0.52
35196,0.95,1.53
7829,0.09,1.67
3328,21.31,22.99
42197,0.49,0.5
34841,8.13,8.69
26842,0.34,9.08
24481,0.3,9.42
14197,16.49,25.95
6415,19.86,45.83
6333,12.1,57.95
3854,4.16,62.12
3402,4.27,66.4
18412,5.11,5.11
17571,24.91,30.05
10557,1.29,31.37
7893,15.5,46.89
5253,13.7,60.6
3685,3.05,63.67
2126,20.4,84.08
38614,6.9,6.91
25773,12.42,19.39
3684,1.1,20.53
3478,3.68,24.21
2349,11.18,35.41
1431,3.57,38.99
41685,4.28,4.29
29610,0.91,5.26
19950,12.33,17.63
19847,0.77,18.43
16690,3.59,22.06
9223,1.65,23.74
1476,0.29,24.04
24825,1.58,1.59
24436,6.29,7.92
12435,4.29,12.25
8879,8.87,21.14
3058,1.48,22.64
25966,0.95,0.95
17875,3.55,4.55
16008,2.07,6.67
12503,5.41,12.1
8496,0.1,12.22
7525,2.07,14.31
4357,25.06,39.38
4228,0.31,39.7
2918,4.25,43.97
31409,2.88,2.88
24007,0.3,3.23
18845,2.34,5.61
16650,5.29,10.93
7688,7,17.96
7566,0.43,18.41
44601,7.57,7.57
33145,0.94,8.57
16956,0.21,8.83
11418,12.12,20.98
1738,3.76,24.76
24507,5.25,5.25
12502,4.89,10.18
3770,1.28,11.48
2447,1.35,12.84
1946,21.26,34.11
43306,5.02,5.03
16659,2.94,8.03
6462,8.94,17
2306,4.04,21.07
30212,0.38,0.38
19717,0.26,0.69
9520,7.96,8.68
5847,1.68,10.38
17359,0.2,0.2
15632,0.89,1.14
3657,18.94,20.1
1455,2.31,22.43
47662,1.26,1.27
40911,2.94,4.28
21854,0.27,4.61
2202,6.39,11.03
1661,23.58,34.62
12965,0.77,0.77
12605,21.87,22.66
6163,19.1,41.78
4940,18.21,60
33212,1.06,1.06
20428,8.21,9.32
6607,7.41,16.77
2844,4.63,21.41
5499,1.39,1.39
1923,0.64,2.04
1704,11.09,13.14
755,1.99,15.15
747,2.96,18.11
45280,1.18,1.19
25882,1.49,2.74
23528,7.38,10.16
11329,8.06,18.25
10300,0.9,19.18
9494,2.35,21.54
8788,3.48,25.04
4322,5.83,30.89
1541,27.96,58.86
805,29.6,88.47
30297,9.56,9.56
14506,1.34,10.95
13123,2.64,13.61
12031,6.17,19.81
7821,6.38,26.21
7526,9.69,35.92
2272,0.65,36.58
31872,2.97,2.97
31073,6.48,9.49
23626,1.39,10.94
17496,0.55,11.52
23137,3.38,3.38
22290,3.16,6.57
17987,3.61,10.22
13834,2.02,12.27
13004,8.42,20.71
2855,1.06,21.79
1302,8.48,30.28
25139,0.29,0.29
19775,0.57,0.9
13126,2.76,3.69
10337,11.58,15.29
2642,2.45,17.76
21183,3.42,3.43
19979,4.42,7.88
14811,0.19,8.1
14606,5.81,13.94
11735,10.39,24.35
8054,4.13,28.5
6154,12.11,40.64
3038,0.82,41.47
905,25.76,67.24
37574,0.46,0.47
20278,6.68,7.21
9688,1.18,8.42
31508,3.4,3.4
13920,2.87,6.32
6200,8.6,14.95
3125,4.31,19.28
3116,24.67,43.95
36099,2.17,2.18
22577,3.97,6.2
13034,2.39,8.63
2829,4.02,12.68
27915,6,6
9543,2.56,8.6
7394,5.58,14.2
5840,25.91,40.13
4640,7.05,47.19
3273,4.66,51.86
2063,7.76,59.63
842,8.01,67.65
23640,5.87,5.87
20132,5.93,11.83
18518,8.2,20.06
13716,24.6,44.69
6871,8.96,53.68
1851,9.88,63.58
30279,2.82,2.83
23575,0.66,3.54
16102,4.77,8.35
9162,1.25,9.62
5681,2.32,11.96
3454,12.46,24.43
1493,1.41,25.85
1485,12.26,38.11
1180,26.72,64.84
42351,9.44,9.44
24495,6.6,16.1
7360,5.56,21.7
5258,7.73,29.45
3456,8.82,38.28
3389,11.08,49.38
1354,6.56,55.94
45863,1.31,1.31
26973,2,3.38
8534,1.08,4.5
3808,15.7,20.22
1385,19.08,39.32
24057,0.32,0.32
21098,1.79,2.16
11211,4.22,6.41
3247,3.54,9.97
2947,2.71,12.69
1124,7.85,20.55
20502,0.9,0.9
16377,0.48,1.41
16353,6.85,8.29
9386,10.19,18.51
5468,4.77,23.3
1286,3.3,26.62
11048,7.08,7.08
4751,1.6,8.7
1551,10.13,18.84
21135,5.55,5.55
16641,11.31,16.9
13246,10.84,27.78
12980,6.1,33.9
11668,7.37,41.29
8780,5.62,46.94
6610,3.77,50.74
2425,1.6,52.36
2253,0.86,53.23
1242,3.57,56.8
33249,4.35,4.35
24517,1.14,5.54
5902,9.5,15.1
4720,14.44,29.55
3809,8.16,37.72
34874,1.76,1.77
31864,3.04,4.86
15964,2.68,7.59
5775,5.44,13.05
1187,6.08,19.15
36621,3.03,3.03
6169,5.64,8.73
2809,1.94,10.68
2241,16.83,27.52
1095,1.44,28.97
48499,2.44,2.44
47554,1.84,4.35
19598,1.39,5.81
18102,0.25,6.1
4382,1.23,7.36
3751,8.01,15.38
30797,1.02,1.03
7063,4.06,5.14
4844,0.17,5.32
4715,8.44,13.77
4637,3.86,17.65
1623,3.14,20.8
33853,4.22,4.23
24849,0.79,5.07
19790,1.23,6.35
7466,7.68,14.06
5065,2.58,16.66
4656,5.52,22.19
2080,6.73,28.93
1108,29.23,58.17
46518,0.58,0.58
18695,0.22,0.87
8897,3.54,4.45
7793,0.86,5.33
6925,4.31,9.66
4507,6.15,15.82
4447,1.57,17.4
45181,1.74,1.74
34733,5.35,7.16
8680,7.84,15.05
3553,2.19,17.26
3168,3.86,21.13
20630,3.38,3.39
8477,8.92,12.34
3899,12.32,24.67
3806,12.54,37.22
3126,2.84,40.07
1133,5.52,45.6
4154,8.24,8.24
2750,3.05,11.31
35105,2.37,2.38
3959,2.27,4.7
3676,2.07,6.77
3303,21.37,28.16
2336,0.03,0.03
2008,5.84,5.88
34406,0.41,0.41
8575,7,7.46
4243,6.83,14.31
3929,20.42,34.75
3335,18.97,53.73
2135,3.44,57.18
30069,3.57,3.58
10206,8.44,12.06
6491,15.27,27.36
2884,8.8,36.17
37064,12.94,12.94
18913,2.61,15.6
6825,16.62,32.25
6667,8.21,40.47
14358,8.06,8.06
5867,9.29,17.38
5806,20.81,38.2
5785,4.1,42.31
5766,15.58,57.91
4118,19.27,77.19
3896,8.37,85.57
1243,9.93,95.51
13512,1.44,1.44
11054,1.4,2.86
1680,0.81,3.69
46936,0.58,0.59
36796,9.03,9.69
15944,2.11,11.86
6700,2.41,14.3
6063,1.72,16.03
1554,26.32,42.37
1298,19.13,61.51
7250,3.85,3.85
4942,0.28,4.15
4147,2.02,6.18
3746,16.04,22.23
3335,5.44,27.68
2982,4.02,31.71
2393,8.59,40.31
1871,14.12,54.44
42194,6.6,6.6
33799,10.28,16.95
3998,0.48,17.48
1699,25.78,43.27
1549,8.9,52.18
22347,9.18,9.18
9681,2.12,11.34
6665,1.53,12.9
5742,2.52,15.43
2212,17.22,32.66
1921,0.02,0.03
7259,0.1,0.1
1240,7.54,7.65
1372,5.05,5.05
39768,4.26,4.26
34820,0.43,4.75
31738,2.67,7.48
13364,0.56,8.09
3269,1.06,9.18
45635,1.23,1.23
26670,7.62,8.92
17174,6.4,15.37
14987,0.62,16.02
12338,2.19,18.25
6963,1.74,20.01
4684,2.05,22.08
3309,29.09,51.18
29226,1.02,1.02
4313,1.12,2.19
3631,8.79,10.99
1645,26.51,37.51
22193,2.17,2.17
17808,13.39,15.6
13244,0.38,16.01
9287,4.42,20.46
2776,0.93,21.41
1907,17.81,39.23
