turns,time,total_time
6337,0.84,0.84
4059,0.32,1.17
2118,0.15,1.33
1719,0.41,1.74
1291,0.21,1.95
1103,0.43,2.39
443,0.56,2.95
404,1.18,4.13
196,2.73,6.87
