turns,time,total_time
2906,0.26,0.26
1994,1.5,1.76
821,1.16,2.93
713,0.97,3.9
652,0.71,4.62
594,0.48,5.1
519,0.87,5.97
519,0.54,6.52
399,0.07,6.59
378,1.5,8.09
165,3.45,11.54
