turns,time,total_time
3576,0.18,0.18
2057,0.14,0.33
1700,0.17,0.51
1031,1.93,2.44
472,0.09,2.53
400,1.49,4.02
372,18.83,22.86
323,3.97,26.83
131,1.89,28.73
