turns,time,total_time
1464,0.23,0.81
779,0.46,1.28
729,0.39,1.67
417,1.14,2.81
309,5.71,8.53
275,6.23,14.76
258,1.83,16.6
6363,0.58,0.59
3503,0.76,1.35
3295,0.11,1.47
1119,0.71,2.18
680,1.17,3.36
656,3.49,6.85
550,0.09,6.95
500,1.74,8.69
432,7.35,16.05
363,1.68,17.73
339,15.66,33.39
312,0.56,33.95
278,6.4,40.35
272,3.85,44.21
176,2.72,46.94
5345,0.05,0.05
1303,0.24,0.3
713,0.97,1.28
269,1.45,2.73
210,5.99,8.73
7248,0.18,0.18
773,0.16,0.35
673,1.53,1.89
411,2.39,4.28
351,1.94,6.23
349,0.23,6.46
250,2.49,8.96
149,25.17,34.13
581,0.27,0.27
436,0.24,0.52
329,0.52,1.03
171,11.54,12.58
3508,0.04,0.04
709,0.43,0.48
695,2.24,2.72
377,0.14,2.86
335,2.75,5.61
307,0.61,6.22
187,4.55,10.78
926,0.67,0.67
696,1.19,1.86
439,0.44,2.31
434,0.48,2.8
267,0.03,2.83
9495,0.17,0.17
8039,0.08,0.27
5002,0.06,0.34
2026,0.39,0.74
1835,1.42,2.16
407,3.63,5.8
337,4.72,10.52
329,5.46,15.98
298,1.01,16.99
136,9.14,26.13
4056,0.19,0.19
2682,0.24,0.44
721,0.1,0.54
603,0.29,0.83
310,2.3,3.13
278,7.95,11.08
163,4.45,15.53
6337,0.84,0.84
4059,0.32,1.17
2118,0.15,1.33
1719,0.41,1.74
1291,0.21,1.95
1103,0.43,2.39
443,0.56,2.95
404,1.18,4.13
196,2.73,6.87
4606,1.26,1.26
1200,0.91,2.18
615,0.01,2.19
493,7.04,9.24
468,4.85,14.09
448,1.31,15.4
369,1.57,16.97
369,2.46,19.44
265,0.1,19.55
239,10.73,30.28
7160,1.31,1.32
2402,0.03,1.35
2201,0.38,1.73
315,0.92,2.65
210,18.14,20.8
5678,0.06,0.06
1253,0.01,0.08
970,1.42,1.51
695,0.74,2.26
349,1.56,3.83
172,2.33,6.15
7345,0.08,0.08
7101,0.15,0.23
6907,0.14,0.39
3884,0.27,0.67
3421,0.32,0.99
1394,0.18,1.17
1390,0.77,1.94
1235,0.8,2.75
782,0.16,2.92
511,0.14,3.06
354,1.08,4.14
311,20.77,24.91
288,10.85,35.77
283,11.46,47.23
1964,0.02,0.02
1777,0.92,0.95
991,0.88,1.83
594,1.73,3.56
539,3.93,7.5
405,1.59,9.09
326,0.09,9.18
212,12.02,21.21
8382,0.2,0.2
6865,0.09,0.31
4571,0.89,1.21
370,0.27,1.49
276,0.05,1.54
241,29.81,31.35
159,11.09,42.44
102,7.1,49.54
9126,0.31,0.31
6525,0.26,0.59
3043,0.23,0.83
613,0.14,0.97
401,6.28,7.26
336,0.24,7.5
202,19.85,27.35
7265,0.24,0.24
5652,0.06,0.31
4432,0.48,0.8
1146,0.74,1.54
803,0.5,2.05
748,0.47,2.53
672,0.77,3.31
455,5.05,8.36
169,0.03,8.39
6885,0.07,0.07
2044,0.86,0.94
1133,1.25,2.19
1000,1.82,4.02
778,2.76,6.78
600,0.78,7.57
446,1.49,9.07
400,1.26,10.33
323,4.45,14.79
5136,0.27,0.27
5133,0.16,0.44
4054,0.53,0.98
2414,0.13,1.12
1802,0.48,1.6
1136,0.01,1.62
1069,0.14,1.75
661,1.33,3.09
387,0.07,3.15
215,0.67,3.83
194,18.26,22.09
1893,1.53,1.53
1256,0.17,1.7
1148,0.04,1.75
932,0.26,2.01
785,3.45,5.46
566,0.73,6.19
512,1.57,7.77
484,0.71,8.49
423,1.14,9.63
354,1.5,11.13
241,12.07,23.21
208,6.68,29.89
167,26.03,55.92
607,0.12,0.12
501,1.78,1.9
477,3.29,5.2
242,0.18,5.38
203,2.72,8.1
200,24.36,32.46
187,11.79,44.25
3109,1.04,1.04
1871,1.14,2.19
535,1.16,3.35
479,5.88,9.24
366,0.06,9.3
338,6.77,16.08
251,0.26,16.34
177,5.58,21.92
705,0.11,0.12
690,0.42,0.54
620,2.05,2.59
619,0.42,3.02
483,0.29,3.31
331,0.45,3.77
324,18.3,22.07
217,3.23,25.3
198,11.6,36.9
162,26.07,62.97
102,12.01,74.98
3608,0.14,0.14
3511,0.04,0.19
1695,0.48,0.67
1620,0.25,0.92
1361,0.3,1.22
877,0.75,1.98
630,1.24,3.22
406,0.69,3.91
370,1.32,5.23
223,2.49,7.73
181,12.05,19.78
6209,0.18,0.19
666,0.2,0.4
592,3.34,3.74
171,0.98,4.73
8409,0.92,0.92
4280,0.32,1.25
424,0.24,1.49
221,9.99,11.49
4825,0.29,0.29
2420,0.87,1.16
2226,0.36,1.54
1605,0.28,1.82
253,0.33,2.16
228,16.75,18.91
213,1.54,20.46
147,19.71,40.18
722,0.42,0.42
475,0.89,1.31
422,5.06,6.38
209,12.14,18.52
187,7.72,26.24
1577,0.54,0.54
1133,0.49,1.04
1061,0.08,1.12
265,1.45,2.57
213,9.45,12.02
148,5.89,17.92
7541,0.5,0.51
4916,1.09,1.6
3332,0.84,2.45
2157,0.32,2.77
1371,0.34,3.12
543,1.12,4.24
133,0.12,4.36
4293,0.08,0.09
3334,0.03,0.13
1928,0.32,0.46
1024,0.63,1.09
789,1.6,2.69
346,0.65,3.35
171,4.29,7.64
3740,0.04,0.04
2022,0.44,0.49
1908,0.86,1.36
1533,0.02,1.39
1249,0.41,1.8
709,1.38,3.19
514,4.7,7.89
456,2.57,10.46
261,1.56,12.02
157,20.16,32.18
2959,0.03,0.03
755,0.71,0.75
720,2.46,3.21
555,2.18,5.39
389,1.4,6.8
219,1.51,8.31
144,23.53,31.84
7135,0.49,0.49
6861,0.52,1.02
5542,1.01,2.04
4075,0.08,2.12
3237,0.29,2.43
1218,1.57,4.01
705,0.56,4.57
427,2.17,6.75
197,9.64,16.39
142,5.82,22.21
9531,0.43,0.43
1905,0.21,0.66
1221,0.23,0.89
448,0.25,1.14
437,0.85,1.99
217,1.19,3.19
2609,0.66,0.66
1460,0.68,1.34
1221,0.06,1.41
707,2.69,4.1
469,3.33,7.43
272,2.75,10.18
267,3.25,13.43
195,6.58,20.01
2161,0.34,0.34
1020,0.31,0.66
773,1,1.66
739,0.02,1.69
520,3.79,5.48
381,0.36,5.85
220,0.79,6.64
212,10.72,17.37
199,27.96,45.33
8663,0.09,0.09
7467,0.26,0.36
5318,1.5,1.87
5165,1.08,2.96
2839,0.35,3.32
2582,0.83,4.15
921,0.6,4.76
740,0.02,4.78
739,0.19,4.97
619,4.1,9.08
558,1.25,10.34
414,2.21,12.56
333,1.12,13.68
275,11.77,25.46
270,10.18,35.64
216,7.23,42.88
4640,0.15,0.15
1517,0.46,0.63
755,0.37,1
418,1.84,2.84
222,0.21,3.05
7124,0.34,0.34
1896,0.09,0.45
1553,0.91,1.37
1508,0.14,1.51
975,0.44,1.95
811,0.56,2.52
435,1.32,3.84
325,6.71,10.56
287,3.1,13.66
174,3.35,17.01
9532,0.1,0.1
6374,0.07,0.19
458,1.09,1.28
399,1.46,2.74
318,15.18,17.93
3632,0.16,0.16
1754,0.02,0.19
510,1.2,1.39
439,1.26,2.65
257,9.93,12.59
177,14.41,27
4013,0.14,0.15
1943,0.74,0.89
1418,0.72,1.62
420,0.74,2.36
380,3.23,5.59
193,5.73,11.33
153,22.74,34.07
4765,0.92,0.92
4746,0.24,1.17
2509,0.23,1.41
2391,0.71,2.12
1356,0.46,2.58
1342,0.29,2.88
1278,1.82,4.7
807,1.54,6.24
666,0.36,6.61
637,1.97,8.59
300,0.98,9.57
145,7.15,16.73
1952,0.6,0.6
1774,0.51,1.12
1205,0.24,1.36
774,1.25,2.61
752,2.14,4.76
653,0.86,5.62
525,1.03,6.65
525,1.71,8.37
511,0.25,8.62
475,1.98,10.61
331,0.36,10.97
281,0.39,11.36
210,4.44,15.8
148,10.46,26.26
3192,0.35,0.35
2920,0.42,0.77
1072,0.4,1.18
664,0.02,1.2
305,0.39,1.59
296,22.36,23.95
172,6.58,30.53
103,16.08,46.61
2660,0.13,0.13
1385,0.07,0.21
1211,1.64,1.86
498,0.22,2.08
268,5.11,7.2
202,4.47,11.67
176,4.47,16.15
1481,0.22,0.22
460,0.22,0.45
406,0.72,1.18
322,16.86,18.04
268,19.42,37.47
169,12.93,50.41
2116,0.43,0.43
709,0.3,0.73
646,0.24,0.97
584,0.42,1.4
332,1.93,3.33
271,3.48,6.81
186,4.91,11.73
153,2.14,13.87
1735,0.23,0.23
1390,0.63,0.86
1041,1.32,2.18
854,0.33,2.52
741,0.66,3.18
596,0.29,3.47
470,0.11,3.58
253,1.66,5.24
150,1.57,6.81
2138,0.54,0.54
821,2.23,2.78
584,0.23,3.02
249,3.43,6.45
223,13.9,20.35
7070,0.07,0.08
5062,0.28,0.37
3381,0.41,0.78
1443,0.47,1.26
1346,1.57,2.84
1142,1.73,4.57
872,0.55,5.13
792,1.02,6.15
349,5.97,12.12
346,4.85,16.98
245,5.86,22.84
241,10.94,33.78
188,14.8,48.58
181,24.59,73.18
180,23.68,96.86
137,23.27,120.14
91,17.37,137.51
3579,0.25,0.26
130,0.35,0.61
6894,0.49,0.49
3350,0.27,0.77
2719,0.04,0.82
1556,0.65,1.48
1211,0.14,1.62
647,0.83,2.45
261,0.64,3.1
215,2.54,5.64
202,13.82,19.46
2359,0.03,0.03
1247,0.81,0.84
868,0.41,1.26
805,1.79,3.05
604,0.12,3.17
579,0.21,3.38
549,0.04,3.42
220,0.52,3.95
1957,0.13,0.13
1522,0.63,0.76
595,0.51,1.28
359,0.64,1.93
183,4.49,6.42
2404,0.55,0.55
2099,1.77,2.32
467,1.52,3.85
430,1.71,5.56
386,2.3,7.86
319,12.65,20.51
300,6.06,26.58
206,0.08,26.66
6705,0.6,0.61
913,0.09,0.7
767,0.06,0.77
655,0.88,1.65
576,1.67,3.32
532,2.01,5.33
313,2.86,8.2
309,8.67,16.87
180,19.54,36.41
7280,0.87,0.87
4634,0.12,1.04
2078,0.33,1.38
1603,0.11,1.5
1070,0.55,2.05
750,0.1,2.17
487,2.31,4.48
410,4.12,8.62
405,7.74,16.37
333,5.18,21.55
312,1.49,23.04
171,7.11,30.15
125,3.06,33.22
118,18.96,52.18
7794,0.09,0.09
3702,0.36,0.47
2383,0.1,0.57
925,1.15,1.72
269,1.61,3.33
243,8.55,11.89
9207,0.2,0.2
1341,0.33,0.55
1296,1.57,2.12
1291,0.33,2.45
1210,1.06,3.52
226,3.57,7.1
189,1.47,8.58
9784,0.32,0.32
5466,0.42,0.75
4164,0.04,0.8
2783,0.67,1.48
2043,0.09,1.57
1647,0.79,2.37
956,0.67,3.05
696,1.16,4.21
480,2.03,6.24
412,1.36,7.61
237,1.87,9.48
210,14.17,23.66
178,7.04,30.7
5079,0.27,0.27
1079,0.07,0.35
681,0.25,0.6
545,0.54,1.15
315,6.76,7.91
314,2.19,10.11
285,8.22,18.33
231,9.05,27.38
3576,0.18,0.18
2057,0.14,0.33
1700,0.17,0.51
1031,1.93,2.44
472,0.09,2.53
400,1.49,4.02
372,18.83,22.86
323,3.97,26.83
131,1.89,28.73
5921,0.22,0.22
4212,0.18,0.41
3387,0.31,0.72
1929,0.15,0.89
1903,0.51,1.4
1708,0.46,1.87
1038,0.09,1.97
1001,1.37,3.34
574,1.08,4.42
513,1,5.43
457,5.16,10.59
399,9.78,20.37
268,5.81,26.18
5730,0.96,0.96
650,0.26,1.23
608,1.73,2.96
299,4.87,7.83
2641,0.67,0.67
1851,0.02,0.7
1439,0.17,0.87
1189,0.55,1.43
298,1.31,2.74
245,4.65,7.39
8467,0.09,0.1
5364,0.32,0.43
839,0.29,0.73
419,0.21,0.95
253,1.72,2.67
217,9.56,12.24
207,28.83,41.07
172,9.08,50.16
1352,0.53,0.53
1085,0.69,1.23
870,0.77,2
564,0.3,2.31
556,6.11,8.42
91,4.14,12.56
6240,0.18,0.18
2533,2.21,2.4
1095,0.6,3.01
768,0.73,3.74
428,2.39,6.13
323,17.1,23.23
299,6.49,29.72
211,1.72,31.45
3483,0.46,0.46
1879,1.27,1.73
375,0.54,2.28
334,4.45,6.73
219,0.83,7.56
186,4.53,12.09
156,29.09,41.19
6490,0.49,0.49
1963,0.16,0.66
640,0.83,1.49
427,1.1,2.59
391,3.56,6.16
315,2.12,8.29
198,13.55,21.84
181,19.36,41.21
154,5.49,46.7
1396,0.28,0.28
1136,0.44,0.72
444,0.37,1.1
284,0.17,1.27
253,5.82,7.1
98,3.41,10.51
6840,0.22,0.22
5253,0.43,0.66
3920,0.21,0.88
3335,1.6,2.49
2658,0.41,2.91
934,1.03,3.94
358,0.82,4.77
317,6.68,11.46
202,0.12,11.58
4283,0.05,0.05
3763,0.45,0.51
982,0.35,0.86
814,0.25,1.12
642,1.74,2.86
363,0.89,3.76
222,10.16,13.92
182,5.62,19.54
139,5.79,25.34
841,0.92,0.92
596,2.4,3.34
576,1.03,4.37
556,5.1,9.47
458,0.05,9.52
265,3.17,12.69
252,11.75,24.44
219,21.94,46.39
2906,0.26,0.26
1994,1.5,1.76
821,1.16,2.93
713,0.97,3.9
652,0.71,4.62
594,0.48,5.1
519,0.87,5.97
519,0.54,6.52
399,0.07,6.59
378,1.5,8.09
165,3.45,11.54
5441,0.37,0.37
695,0.29,0.67
655,2.18,2.86
370,0.46,3.32
272,2.21,5.53
270,11.76,17.29
180,14.66,31.95
136,11.51,43.46
4518,0.52,0.53
2587,1.25,1.78
1628,0.39,2.17
1155,0.12,2.3
1020,0.07,2.38
606,0.59,2.96
417,2,4.97
400,0.83,5.8
337,1.8,7.61
261,8.93,16.54
185,25.52,42.06
7243,0.48,0.48
3939,0.2,0.69
894,0.4,1.09
773,0.28,1.38
719,0.78,2.16
601,0.01,2.17
302,1.19,3.36
299,8.8,12.16
6389,0.46,0.46
2303,0.22,0.69
1756,0.63,1.33
1509,0.45,1.78
630,0.51,2.3
505,0.4,2.7
248,0.06,2.77
226,20.44,23.21
204,8.28,31.5
125,3.27,34.77
4642,1.42,1.43
3893,0.32,1.76
1278,0.08,1.85
1143,0.44,2.29
451,0.7,3
357,9.15,12.16
343,6.64,18.8
341,27.2,46
212,7.82,53.83
8078,0.41,0.41
3441,0.33,0.76
2293,0.72,1.48
1356,0.09,1.58
1346,1.61,3.19
1157,3.16,6.36
840,1.95,8.32
463,0.23,8.55
363,0.15,8.71
316,5.82,14.54
207,19.67,34.22
7298,0.32,0.32
3152,0.15,0.48
2390,0.19,0.68
1184,1.21,1.9
825,2.8,4.7
504,1.1,5.8
227,0,5.81
210,29.03,34.85
