turns,time,total_time
9784,0.32,0.32
5466,0.42,0.75
4164,0.04,0.8
2783,0.67,1.48
2043,0.09,1.57
1647,0.79,2.37
956,0.67,3.05
696,1.16,4.21
480,2.03,6.24
412,1.36,7.61
237,1.87,9.48
210,14.17,23.66
178,7.04,30.7
