turns,time,total_time
7124,0.34,0.34
1896,0.09,0.45
1553,0.91,1.37
1508,0.14,1.51
975,0.44,1.95
811,0.56,2.52
435,1.32,3.84
325,6.71,10.56
287,3.1,13.66
174,3.35,17.01
