turns,time,total_time
2928,0.04,0.04
1782,0.06,0.11
1524,0.09,0.21
813,0.01,0.23
756,0.28,0.51
391,0.02,0.53
341,0.19,0.73
280,0.55,1.28
163,0.37,1.66
139,15.76,17.42
