turns,time,total_time
2349,0.03,0.03
619,0.01,0.04
561,0.12,0.17
545,0.13,0.31
509,0.43,0.76
465,0.04,0.81
340,0.01,0.82
302,2.86,3.68
223,0.64,4.33
200,8.03,12.35
190,1.63,14.0
