turns,time,total_time
5366,0.06,0.06
1987,0.03,0.11
1738,0.04,0.16
1436,0.04,0.21
1390,0.03,0.25
1148,0.01,0.26
767,0.01,0.28
671,0.03,0.32
511,0.21,0.53
478,0.26,0.79
473,1.29,2.1
461,0.13,2.24
457,0.3,2.54
236,0.62,3.16
102,0.45,3.62
