turns,time,total_time
8710,0.1,0.11
2062,0.13,0.26
1207,0.01,0.28
638,0.18,0.46
589,0.44,0.91
542,0.22,1.14
463,0.5,1.64
290,0.05,1.7
208,2.47,4.16
207,7.17,11.34
182,1.67,13.02
129,7.65,20.68
