turns,time,total_time
2898,0.04,0.04
2136,0.03,0.07
2018,0.03,0.11
1620,0.02,0.14
1250,0.04,0.19
1215,0.04,0.23
1165,0.19,0.42
1149,0.03,0.46
906,0.12,0.58
611,0.07,0.65
380,0.06,0.72
271,0.49,1.21
112,2.92,4.13
107,5.91,10.05
